"Country","Landscape..","Household.ID","bundles","cost","total_fuelwood_value","hh_annual_nonfuel_nr_value","Nonfuel_NR_decreasing"
"TZA","L10","mWbvKsGPM14",12,1833.3335,22000.002,0,1
"TZA","L10","N1YUZvnVaG5",104,1833.3335,190666.684,0,NA
"TZA","L10","nZ3uwA7syq7",156,1833.3335,286000.026,0,1
"TZA","L10","p5n6hjGyeL",208,1833.3335,381333.368,0,1
"TZA","L10","PZ5Q2bVsEX8",104,1833.3335,190666.684,0,0
"TZA","L10","qBummgzDBd8",156,1833.3335,286000.026,0,NA
"TZA","L10","qP3BigSRj28",104,1833.3335,190666.684,0,1
"TZA","L10","Rmvq4s33Ev8",260,1833.3335,476666.71,0,NA
"TZA","L10","SGWnjCX1hJ3",156,1833.3335,286000.026,40000,1
"TZA","L10","SUdaBvN6yMB",208,1833.3335,381333.368,0,NA
"TZA","L10","VpdWTmuL8k8",104,1833.3335,190666.684,0,NA
"TZA","L10","wXNS3oTZiX8",676,1833.3335,1239333.446,0,NA
"TZA","L10","yPna76R7KH6",104,1833.3335,190666.684,0,1
"TZA","L10","ZAXs3MY83J",468,1833.3335,858000.078,0,1
"TZA","L10","ZRuCufE5rt9",104,1833.3335,190666.684,304000,1
"TZA","L11","17tw28pAwD3",104,1833.3335,190666.684,0,1
"TZA","L11","2JxppdNdy1B",52,1833.3335,95333.342,0,NA
"TZA","L11","2tw7sF6jPB4",60,1833.3335,110000.01,20000,1
"TZA","L11","3bdaYKw2CU5",24,1833.3335,44000.004,0,NA
"TZA","L11","51brKTHzvAB",104,1833.3335,190666.684,0,NA
"TZA","L11","8bfdq81qVM8",156,1833.3335,286000.026,12000,1
"TZA","L11","BXfxdbawNd8",52,1833.3335,95333.342,0,NA
"TZA","L11","ckvwCyqWX59",52,1833.3335,95333.342,0,NA
"TZA","L11","CnNmmWuhuE4",104,1833.3335,190666.684,0,NA
"TZA","L11","eBi2TWWBfPA",104,1833.3335,190666.684,0,NA
"TZA","L11","ERzfUDJvVr5",104,1833.3335,190666.684,0,1
"TZA","L11","fMF9APviXm9",52,1833.3335,95333.342,0,NA
"TZA","L11","gUGmee9jeJA",52,1833.3335,95333.342,0,NA
"TZA","L11","i6gRP4KTv4B",156,1833.3335,286000.026,0,NA
"TZA","L11","JADsmRVzNUA",104,1833.3335,190666.684,0,NA
"TZA","L11","kqzsJGqsJH5",156,1833.3335,286000.026,0,1
"TZA","L11","ktUuHHCU1Q5",52,1833.3335,95333.342,0,NA
"TZA","L11","nEEs7UdXKf6",104,1833.3335,190666.684,0,NA
"TZA","L11","piP7A67YkU7",52,1833.3335,95333.342,0,NA
"TZA","L11","QuoaS1YaSX9",156,1833.3335,286000.026,20000,1
"TZA","L11","RnWd36XhwD2",260,1833.3335,476666.71,0,NA
"TZA","L11","sqDAomp7sVA",104,1833.3335,190666.684,0,1
"TZA","L11","UGrmX3B1xb7",104,1833.3335,190666.684,0,1
"TZA","L11","VTttxxMVpA7",208,1833.3335,381333.368,0,NA
"TZA","L11","WvS53Ci87D3",52,1833.3335,95333.342,0,1
"TZA","L11","xcn3a9uEQZB",52,1833.3335,95333.342,0,NA
"TZA","L11","Xwug52WXRu6",52,1833.3335,95333.342,0,NA
"TZA","L11","ywS4MJJe4cB",48,1833.3335,88000.008,0,NA
"TZA","L11","ZC9BxGQiLT8",156,1833.3335,286000.026,0,1
"TZA","L18","1U2KYPp4RE4",416,1833.3335,762666.736,0,1
"TZA","L18","2zFRVcySNg6",260,1833.3335,476666.71,0,1
"TZA","L18","5xjULrvkzz3",52,1833.3335,95333.342,0,1
"TZA","L18","6NYkNXf4fW6",104,1833.3335,190666.684,120000,1
"TZA","L18","6s9v6agXWi3",156,1833.3335,286000.026,80000,1
"TZA","L18","7GEs4txMBL9",416,1833.3335,762666.736,72000,0
"TZA","L18","9921bP6EeY4",104,1833.3335,190666.684,20000,1
"TZA","L18","AcecNqxEnz4",156,1833.3335,286000.026,0,NA
"TZA","L18","ayZb55CgmK4",364,1833.3335,667333.394,0,NA
"TZA","L18","dyd2EZBuR66",52,1833.3335,95333.342,540000,1
"TZA","L18","fKYGZhSCHi5",104,1833.3335,190666.684,0,1
"TZA","L18","GZButysJgS4",312,1833.3335,572000.052,0,NA
"TZA","L18","HGnHsWKAkp3",780,1833.3335,1430000.13,0,1
"TZA","L18","HWkzcSXQNG2",104,1833.3335,190666.684,120000,0
"TZA","L18","JsmhauRP8E9",260,1833.3335,476666.71,0,NA
"TZA","L18","KWsyirYykp",104,1833.3335,190666.684,0,1
"TZA","L18","MmsqX496Yo9",104,1833.3335,190666.684,60000,1
"TZA","L18","oDSCEcXBzq3",104,1833.3335,190666.684,118000,1
"TZA","L18","onwJq3WmHg2",52,1833.3335,95333.342,0,NA
"TZA","L18","sApJeip8V38",312,1833.3335,572000.052,40000,1
"TZA","L18","TbNKmfWhji9",52,1833.3335,95333.342,0,NA
"TZA","L18","tWqyJcJmuN5",572,1833.3335,1048666.762,0,1
"TZA","L18","UDim1j4z9K9",104,1833.3335,190666.684,48000,1
"TZA","L18","udWPUwFP172",156,1833.3335,286000.026,0,NA
"TZA","L18","v2cqtKhhmEB",104,1833.3335,190666.684,0,NA
"TZA","L18","VhjsvzpdVX8",220,1833.3335,403333.37,660000,1
"TZA","L18","vvfZmP19Kx",192,1833.3335,352000.032,0,1
"TZA","L18","xkrLWnDGpw7",104,1833.3335,190666.684,0,NA
"TZA","L18","yhsx6xFzAD",364,1833.3335,667333.394,1300000,1
"TZA","L18","ZSL3mumZ4X8",52,1833.3335,95333.342,0,NA
"TZA","L19","4FP6ukTTsQ8",104,1833.3335,190666.684,0,NA
"TZA","L19","4LtjetWmyU6",260,1833.3335,476666.71,0,NA
"TZA","L19","6auvr3dPvX4",52,1833.3335,95333.342,20000,1
"TZA","L19","a77UhCZgDh2",624,1833.3335,1144000.104,0,1
"TZA","L19","aFuKnt435e8",104,1833.3335,190666.684,0,NA
"TZA","L19","aNYTfhJUuk9",52,1833.3335,95333.342,0,NA
"TZA","L19","B7g3YrTCTUB",104,1833.3335,190666.684,0,NA
"TZA","L19","BcLx8GwEyf5",156,1833.3335,286000.026,0,NA
"TZA","L19","fUSEvjoZCe",624,1833.3335,1144000.104,0,NA
"TZA","L19","gpPmZSQZXY5",52,1833.3335,95333.342,0,NA
"TZA","L19","GV2SBh2drm7",156,1833.3335,286000.026,20000,1
"TZA","L19","jiVQaMk2ZR",104,1833.3335,190666.684,0,NA
"TZA","L19","kDWcVHqaaf2",624,1833.3335,1144000.104,0,NA
"TZA","L19","KeAxwek3yC4",52,1833.3335,95333.342,0,NA
"TZA","L19","m2R4hghXWD6",56,1833.3335,102666.676,0,NA
"TZA","L19","Mf1iaj3mXF6",52,1833.3335,95333.342,0,NA
"TZA","L19","MqCGGaKzuz2",104,1833.3335,190666.684,0,NA
"TZA","L19","mUFTDYR9Aj",104,1833.3335,190666.684,32000,1
"TZA","L19","NnrfSQy1dmA",208,1833.3335,381333.368,0,NA
"TZA","L19","pcKda2i8vd5",104,1833.3335,190666.684,0,NA
"TZA","L19","PnQa2dKYkK6",104,1833.3335,190666.684,44000,1
"TZA","L19","QnVf7PaErv",104,1833.3335,190666.684,0,NA
"TZA","L19","sAJq9uruKa3",208,1833.3335,381333.368,40000,1
"TZA","L19","teFJypg3MU7",572,1833.3335,1048666.762,0,NA
"TZA","L19","W5cRAyZKiP3",156,1833.3335,286000.026,0,NA
"TZA","L19","XDQ9iJinQy9",104,1833.3335,190666.684,40000,1
"TZA","L19","yzbJgVuQFv2",416,1833.3335,762666.736,1560000,1
"TZA","L19","ZBSFxdohGu7",52,1833.3335,95333.342,40000,1
"TZA","L19","zddQBRJke87",260,1833.3335,476666.71,0,NA
"TZA","L19","ziHZfbph8gA",312,1833.3335,572000.052,0,NA
"TZA","L20","1AHvfwxYcT6",312,1833.3335,572000.052,0,NA
"TZA","L20","65WUiskq7g6",156,1833.3335,286000.026,8000,1
"TZA","L20","ciQdXdUfHV6",156,1833.3335,286000.026,0,NA
"TZA","L20","EhEwHyqcgE7",104,1833.3335,190666.684,0,NA
"TZA","L20","EnufChhcvN6",104,1833.3335,190666.684,0,NA
"TZA","L20","G8pqkT9RvZB",32,1833.3335,58666.672,0,NA
"TZA","L20","HPHgA99tPJA",48,1833.3335,88000.008,0,1
"TZA","L20","iRjEJTUQTW4",208,1833.3335,381333.368,0,NA
"TZA","L20","JbsDyyJEsp2",24,1833.3335,44000.004,20000,1
"TZA","L20","mdqRMX9AQF6",52,1833.3335,95333.342,0,NA
"TZA","L20","pAiSMicbJb9",116,1833.3335,212666.686,40000,1
"TZA","L20","PrddN7Eh7v3",312,1833.3335,572000.052,0,NA
"TZA","L20","PuLRmEWBe78",156,1833.3335,286000.026,0,NA
"TZA","L20","pxqThuNPrG",416,1833.3335,762666.736,0,NA
"TZA","L20","QokjJw6sDKB",624,1833.3335,1144000.104,0,1
"TZA","L20","Qrakmh9TAb7",4,1833.3335,7333.334,0,NA
"TZA","L20","QVFH5ibEfX",624,1833.3335,1144000.104,0,NA
"TZA","L20","RbeUER44T9B",72,1833.3335,132000.012,0,NA
"TZA","L20","tQBVYhTSUx5",52,1833.3335,95333.342,0,NA
"TZA","L20","TzXCuVJ5tP5",76,1833.3335,139333.346,0,1
"TZA","L20","uDCakBEm7VB",1352,1833.3335,2478666.892,0,NA
"TZA","L20","Vuke4bM37hA",156,1833.3335,286000.026,0,NA
"TZA","L20","VxhDa2qgmM7",52,1833.3335,95333.342,0,NA
"TZA","L20","wtdrsEsEBX2",260,1833.3335,476666.71,0,NA
"TZA","L20","yE1Xsrhzmk8",104,1833.3335,190666.684,0,NA
"TZA","L20","ZbDwCBkG2A5",428,1833.3335,784666.738,0,NA
"TZA","L20","ZeurtKQcW93",52,1833.3335,95333.342,0,NA
"TZA","L20","zRYovaahru9",104,1833.3335,190666.684,0,1
"TZA","L22","2tg6ar7zuS5",156,1833.3335,286000.026,32000,1
"TZA","L22","4NfJeixyr6A",52,1833.3335,95333.342,0,NA
"TZA","L22","5oGmpb8QJLA",108,1833.3335,198000.018,0,1
"TZA","L22","6vK31iR7nAA",52,1833.3335,95333.342,0,1
"TZA","L22","73M3dsnzvJ7",260,1833.3335,476666.71,156000,1
"TZA","L22","84Tt3igkks",104,1833.3335,190666.684,0,1
"TZA","L22","8pbKc5jDHS6",52,1833.3335,95333.342,100000,1
"TZA","L22","9uri5wypzL4",52,1833.3335,95333.342,0,1
"TZA","L22","A4HX8ZvF3a8",104,1833.3335,190666.684,0,1
"TZA","L22","An4VyekaKi6",208,1833.3335,381333.368,8000,1
"TZA","L22","BP6YrbuDcL",208,1833.3335,381333.368,0,1
"TZA","L22","BVUEfqZQ6KA",104,1833.3335,190666.684,0,1
"TZA","L22","fss8vTYFEz2",52,1833.3335,95333.342,36000,1
"TZA","L22","fxSB64jdaSA",104,1833.3335,190666.684,0,1
"TZA","L22","i2ZRSY65p48",52,1833.3335,95333.342,20000,1
"TZA","L22","MG8Mg2FAfw4",156,1833.3335,286000.026,0,1
"TZA","L22","mzUJUxpe7c4",104,1833.3335,190666.684,0,1
"TZA","L22","nD93MDvRgs2",52,1833.3335,95333.342,0,1
"TZA","L22","Q6XjbVrPyy9",104,1833.3335,190666.684,0,1
"TZA","L22","Qapm2uWHFt5",104,1833.3335,190666.684,0,1
"TZA","L22","qKTwmCQoWz5",104,1833.3335,190666.684,40000,1
"TZA","L22","RfzDYcp8cy2",832,1833.3335,1525333.472,0,1
"TZA","L22","RTnL3zMj6T",52,1833.3335,95333.342,80000,1
"TZA","L22","T5DZd2AUTX7",312,1833.3335,572000.052,72000,0
"TZA","L22","w7mhEiauzv4",156,1833.3335,286000.026,0,NA
"TZA","L22","WEJAJe36mh4",52,1833.3335,95333.342,12000,1
"TZA","L22","WjvUqZyb157",52,1833.3335,95333.342,0,NA
"TZA","L22","X9YiaEDanB7",156,1833.3335,286000.026,0,1
"TZA","L22","yku5wXeXnu9",468,1833.3335,858000.078,0,1
"TZA","L22","Zzj5HfKc4d3",104,1833.3335,190666.684,0,1
"UGA","L01","3WbmqA7gbk2",260,10000,2600000,1456000,1
"UGA","L01","4YxLyEvHcr2",156,10000,1560000,156000,1
"UGA","L01","8r9jJ38EDF2",208,10000,2080000,2184000,0.666666666666667
"UGA","L01","aANwrQbMsa3",156,10000,1560000,4584000,0.666666666666667
"UGA","L01","CR6uc2DJjF2",208,10000,2080000,460000,1
"UGA","L01","D3dra7efrt6",312,10000,3120000,40000,1
"UGA","L01","DUyLNfXcu24",52,10000,520000,260000,1
"UGA","L01","EQUQxBxxA28",104,10000,1040000,10000,1
"UGA","L01","F6gmnrrGL93",156,10000,1560000,0,NA
"UGA","L01","fqBewDc4e89",52,10000,520000,520000,1
"UGA","L01","gVnZfUnJ4V",64,10000,640000,2028000,0.666666666666667
"UGA","L01","hyWdWQ552X7",156,10000,1560000,260000,1
"UGA","L01","kyXkjdQuZSA",104,10000,1040000,520000,1
"UGA","L01","Lsy3YMkKGP2",312,10000,3120000,0,NA
"UGA","L01","mSfzhnwYib5",52,10000,520000,2184000,0.5
"UGA","L01","ome4ka94t7",104,10000,1040000,520000,1
"UGA","L01","rR4rphkhyt6",156,10000,1560000,1844000,1
"UGA","L01","SqGfB47Y5q3",156,10000,1560000,4000,0
"UGA","L01","Te4C6DJXQq6",468,10000,4680000,190000,1
"UGA","L01","tNWzZ2EiTjA",208,10000,2080000,1194800,0.75
"UGA","L01","TTKHU3eLS44",364,10000,3640000,1028000,0.75
"UGA","L01","U7Y9xmtZk89",364,10000,3640000,0,NA
"UGA","L01","vbnCBWJgn15",260,10000,2600000,260000,1
"UGA","L01","vCMe7iY3tJ",52,10000,520000,40000,1
"UGA","L01","VHVUj6zT8c6",364,10000,3640000,48000,0
"UGA","L01","vsXLkjJ58x2",260,10000,2600000,10000,1
"UGA","L01","VyrUWsmH5zA",260,10000,2600000,0,NA
"UGA","L01","wEEPeGoe7x7",364,10000,3640000,520000,1
"UGA","L01","xVFJcnicr68",64,10000,640000,156000,1
"UGA","L01","YTTV9E8N5B7",312,10000,3120000,866000,1
"UGA","L02","1Mcd53U8Qb4",468,10000,4680000,120000,1
"UGA","L02","1YCu7s1wQ37",104,10000,1040000,24000,1
"UGA","L02","2TsiWCE9wU3",156,10000,1560000,0,NA
"UGA","L02","3csKwZMd8vA",416,10000,4160000,0,NA
"UGA","L02","4GxE5frHnQ4",260,10000,2600000,0,NA
"UGA","L02","5xza3zKCC65",312,10000,3120000,0,1
"UGA","L02","8jLMpgU7qmA",104,10000,1040000,0,NA
"UGA","L02","9P8HkL34az2",180,10000,1800000,0,NA
"UGA","L02","B77fdVMrcbB",104,10000,1040000,0,NA
"UGA","L02","bUbW5XZNtd3",104,10000,1040000,0,NA
"UGA","L02","c8oh3AnL1P",96,10000,960000,0,NA
"UGA","L02","D3k4R1hEUdA",312,10000,3120000,0,NA
"UGA","L02","ea6XKQhZyd3",280,10000,2800000,0,NA
"UGA","L02","fYfZbzp5Nv8",260,10000,2600000,0,NA
"UGA","L02","GuUwLgiijo2",208,10000,2080000,0,NA
"UGA","L02","GwMi53segV4",52,10000,520000,0,NA
"UGA","L02","hiJdT15von9",132,10000,1320000,0,1
"UGA","L02","HWUQqfGSi37",176,10000,1760000,0,NA
"UGA","L02","p7HQJGp7P14",208,10000,2080000,520000,0
"UGA","L02","Q12jo3rceY8",104,10000,1040000,0,1
"UGA","L02","QJMME7KeMn",208,10000,2080000,0,NA
"UGA","L02","QT4VeJxXHv4",152,10000,1520000,0,NA
"UGA","L02","SDoi2yLPd6",8,10000,80000,0,NA
"UGA","L02","uZWP16YfzT5",312,10000,3120000,0,NA
"UGA","L02","V5nBNdt5Wo9",52,10000,520000,0,NA
"UGA","L02","w27bEeu1DR",24,10000,240000,0,NA
"UGA","L02","WMFdhZg7RN5",52,10000,520000,0,NA
"UGA","L02","ypMu1Vkfqo9",268,10000,2680000,0,NA
"UGA","L02","Yz9QZdfbFV",104,10000,1040000,104000,1
"UGA","L02","ZbpM6thc1b2",260,10000,2600000,0,NA
"UGA","L03","1DKzT4xkSq9",52,10000,520000,0,1
"UGA","L03","3BWtidtw1gB",312,10000,3120000,0,NA
"UGA","L03","3eWkuw2PPtA",260,10000,2600000,0,1
"UGA","L03","3f7GFEXbaK",312,10000,3120000,0,NA
"UGA","L03","43ozar7mLV6",156,10000,1560000,8000,1
"UGA","L03","4mjZfGs3Aw",580,10000,5800000,40000,1
"UGA","L03","5BM4RJvhSqA",520,10000,5200000,0,NA
"UGA","L03","8WWivGcFUz5",272,10000,2720000,0,NA
"UGA","L03","BiwTi7hdY7",312,10000,3120000,0,NA
"UGA","L03","CLcgNTsm4y7",100,10000,1000000,0,NA
"UGA","L03","fvoTDbKYuW5",156,10000,1560000,0,NA
"UGA","L03","h5hVCQ5GHc2",416,10000,4160000,0,NA
"UGA","L03","HLCLDYcEQF2",52,10000,520000,0,NA
"UGA","L03","K28KewnXpk2",104,10000,1040000,0,NA
"UGA","L03","k6Z9D2Z16q9",156,10000,1560000,20000,1
"UGA","L03","L3z2GfyVdH5",52,10000,520000,10000,1
"UGA","L03","LAqtBPvPxy",312,10000,3120000,0,NA
"UGA","L03","LXeBkVStet6",208,10000,2080000,36000,0
"UGA","L03","nG6geyTvwq7",104,10000,1040000,0,NA
"UGA","L03","oimuabaAoj4",136,10000,1360000,0,NA
"UGA","L03","pfmDHWctSE3",128,10000,1280000,168000,1
"UGA","L03","r4YWWf5e5x3",188,10000,1880000,0,NA
"UGA","L03","r8r378XZhzA",260,10000,2600000,0,NA
"UGA","L03","rMuY6Uj3iMy",364,10000,3640000,0,NA
"UGA","L03","RnembMKrW72",24,10000,240000,0,NA
"UGA","L03","rrTcscTcWH",260,10000,2600000,185200,0.666666666666667
"UGA","L03","s1YRqRa7dg5",112,10000,1120000,20000,1
"UGA","L03","ve5Vid3J3j2",156,10000,1560000,0,NA
"UGA","L03","vPv6VoT5Hx6",104,10000,1040000,0,NA
"UGA","L03","VQjx1ubsk84",208,10000,2080000,0,NA
"UGA","L04","4MTsyUHiaX4",156,10000,1560000,0,1
"UGA","L04","4wawPvHomv",312,10000,3120000,0,NA
"UGA","L04","52MH5CafZg9",104,10000,1040000,0,NA
"UGA","L04","6knFhJg33R9",24,10000,240000,0,NA
"UGA","L04","9iKLxLjVu77",156,10000,1560000,260000,0
"UGA","L04","akR9WC1ESX",104,10000,1040000,1200,0
"UGA","L04","CW2n61MumoA",312,10000,3120000,0,0
"UGA","L04","Dw3Ud994KTB",164,10000,1640000,0,NA
"UGA","L04","GEpVmB1chZ",52,10000,520000,0,NA
"UGA","L04","GPDYh6MvUT3",52,10000,520000,0,NA
"UGA","L04","hnZo2CxSp92",492,10000,4920000,40000,0
"UGA","L04","iLvTEBAQTN6",832,10000,8320000,0,NA
"UGA","L04","Kq42xQGSvu4",168,10000,1680000,12000,1
"UGA","L04","LEzTDqKV6f3",96,10000,960000,0,NA
"UGA","L04","mBXHuSst1y6",104,10000,1040000,0,NA
"UGA","L04","Mc7EjdDK3M3",364,10000,3640000,0,NA
"UGA","L04","n4TwADF35",208,10000,2080000,0,1
"UGA","L04","TdHhH26Qsi9",104,10000,1040000,0,NA
"UGA","L04","UBoKCmEGFXB",104,10000,1040000,780000,0
"UGA","L04","UKqsMYWu6S2",36,10000,360000,0,1
"UGA","L04","UYwovny68h",312,10000,3120000,260000,1
"UGA","L04","v29v4CgCb9A",176,10000,1760000,24000,1
"UGA","L04","vkQ3CHAz8S2",204,10000,2040000,80000,1
"UGA","L04","vwWMrLhFgq5",156,10000,1560000,40000,0
"UGA","L04","WmaX2iuVse5",52,10000,520000,0,NA
"UGA","L04","xJ36NSni7X2",364,10000,3640000,0,NA
"UGA","L04","YMAxgenEPKA",104,10000,1040000,18000,1
"UGA","L04","z9PS7Qjy5L2",416,10000,4160000,20000,0.5
"UGA","L04","zCz7aSrczL2",104,10000,1040000,0,NA
"UGA","L04","ZVVKrqxAx48",52,10000,520000,52000,1
"UGA","L06","2Zy882qHx74",208,10000,2080000,0,NA
"UGA","L06","43RqATksCs8",108,10000,1080000,0,NA
"UGA","L06","4Ltk7eBsFy2",156,10000,1560000,0,1
"UGA","L06","5a2WfRTPWS2",208,10000,2080000,2600000,0
"UGA","L06","6vZXvHtQdG2",104,10000,1040000,0,NA
"UGA","L06","dmUnjxva8t4",104,10000,1040000,0,NA
"UGA","L06","f52oa28ri63",156,10000,1560000,0,NA
"UGA","L06","FnGwGBNbLj6",416,10000,4160000,0,NA
"UGA","L06","fUwjdZnv1x2",104,10000,1040000,2000,1
"UGA","L06","Gr3yWAqnod7",116,10000,1160000,0,NA
"UGA","L06","h2NJwtqVTd2",208,10000,2080000,0,0.5
"UGA","L06","hFv6mHJEwd5",260,10000,2600000,0,NA
"UGA","L06","i5k7QWkLJw8",312,10000,3120000,0,NA
"UGA","L06","JiVbXhqxqD2",156,10000,1560000,0,1
"UGA","L06","Jm8YLfzpoy5",104,10000,1040000,3000,0
"UGA","L06","jspz3eC2TW3",208,10000,2080000,0,NA
"UGA","L06","kAKQZBMLkGA",260,10000,2600000,6000,0
"UGA","L06","kJPFgVkrzr8",52,10000,520000,18000,0
"UGA","L06","L8vM1Pqk5B6",84,10000,840000,0,NA
"UGA","L06","mpqcPSFDpCB",208,10000,2080000,0,NA
"UGA","L06","pMDUa1EHvb",312,10000,3120000,0,NA
"UGA","L06","QybMet9zZh8",60,10000,600000,120000,1
"UGA","L06","wJPLc9G7D59",156,10000,1560000,2400,1
"UGA","L06","WKmRQnKoHA8",156,10000,1560000,0,1
"UGA","L06","Xab6HD3Zh47",156,10000,1560000,0,NA
"UGA","L06","XBSg6BUGH3",104,10000,1040000,0,NA
"UGA","L06","YXV6xbSxws2",312,10000,3120000,0,NA
"UGA","L06","ZpzNhUcn8E4",116,10000,1160000,30000,0
"UGA","L06","Zsq7RscRsJA",260,10000,2600000,0,NA
"UGA","L06","ZU7tm63WQNB",156,10000,1560000,0,1
"UGA","L07","25LYWDpsci5",156,10000,1560000,92400,1
"UGA","L07","6L8XQ2ivNNB",572,10000,5720000,0,1
"UGA","L07","7yhK3asbcg8",364,10000,3640000,0,NA
"UGA","L07","9D4NrgAzDH4",104,10000,1040000,123200,1
"UGA","L07","cTxbn5tVsdA",104,10000,1040000,500,1
"UGA","L07","E9xodbJqWb8",208,10000,2080000,3000,1
"UGA","L07","EQM92niTjw",52,10000,520000,4000,1
"UGA","L07","eZcn1r4ZHQA",52,10000,520000,0,NA
"UGA","L07","FiycRUoeZh",104,10000,1040000,151200,0.666666666666667
"UGA","L07","ggHPuVorAC2",52,10000,520000,0,NA
"UGA","L07","J4NQk5mWMXA",104,10000,1040000,0,NA
"UGA","L07","jsuqiyHhZp3",208,10000,2080000,3000,1
"UGA","L07","k8Wj9vHnf53",260,10000,2600000,0,NA
"UGA","L07","kAym5mCCtcB",208,10000,2080000,0,NA
"UGA","L07","mjcdtjVVCA6",64,10000,640000,2000,1
"UGA","L07","N9o6jRf3hy3",208,10000,2080000,0,1
"UGA","L07","nf2b6XaXDy3",156,10000,1560000,50000,1
"UGA","L07","PxqUsT3Kg39",312,10000,3120000,1500,0.5
"UGA","L07","qGGstvM2E46",52,10000,520000,195200,0.5
"UGA","L07","QP58gEJbLF8",52,10000,520000,1000,1
"UGA","L07","RscSHibFMZ",52,10000,520000,0,NA
"UGA","L07","tsxUHiQSdd5",52,10000,520000,2000,1
"UGA","L07","udreQXLRb29",164,10000,1640000,260000,1
"UGA","L07","uMco3gkx1Z8",156,10000,1560000,500,0
"UGA","L07","uNqoVbaZpG3",164,10000,1640000,324000,0.666666666666667
"UGA","L07","Uvc1cgf5XM9",156,10000,1560000,0,NA
"UGA","L07","x16vgM9iGq3",52,10000,520000,2000,1
"UGA","L07","x3KJboY4Wn4",364,10000,3640000,1680000,0.5
"UGA","L07","xwVxszyCYQ",208,10000,2080000,84000,1
"UGA","L07","zVWFb5eAbV7",208,10000,2080000,2500,1
