"Country","Landscape..","Household.ID","Round","No_Toilet","Flush_Toilet","Pit_Latrine","Satisfied_Drinking_Water","Unsatisfied_Drinking_Water","Dispose_Garbage_Within_Compound","No_Measure_Safe_Drinking_Water"
"GHA","L06","GAwYHaSgWn8","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","TVHKxGJD4T5","1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"GHA","L06","eYyzj3xgGn8","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","4xFbY5oyU82","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","4TJsubF6Yx6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","reM7upJxET6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","Ta22RrxG4KB","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","bJGfxV1Xw6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GHA","L06","ydHcUTHKzD7","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"GHA","L06","bTw4qVWG7a6","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"GHA","L06","3262VdP66d2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","h7GgmuPVUH3","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","R3dD5HrGm58","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","5UXNFVq35e8","1",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"GHA","L06","yyBkps8kGBB","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L06","jCvYgt72fP4","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L06","W8ZrkDDq8B","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","jPJAT9f2La4","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","BwcbgH6pxh9","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"GHA","L06","DEyNXLrfRG2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","yyBkps8kGBB","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","SstK2kLetr6","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"GHA","L06","1HhLECbGhy6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","reM7upJxET6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","iR5ETCSgpV5","1",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"GHA","L06","CTRQQXCQTVB","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","Yt9L1fZvpf5","1",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"GHA","L06","CTRQQXCQTVB","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GHA","L06","E3EGXT3BJS5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L06","BwcbgH6pxh9","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"TZA","L10","bbQXrXaEo96","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","jR5EnTkAqM3","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","87qeDKg8sj5","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","vz6UQ8NGgEA","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","V42v2Qoi8j3","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","EAdeyuGhu85","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","ZgVCya2zX73","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","13sx7zZ45L7","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","KSchTBWs2p7","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","dQNLmp8vbx7","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","GEgBv7HAf68","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","EmjTzkKPcK4","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","ZsXLTqgEPA2","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","e4zTqWoHTi","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","qG2u89ePnM3","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","qy7poFPTo22","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","hy4613HYBr3","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","k8zEL6BmKHB","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","5xb8kqgFVh9","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","rvasPDxnwj3","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"GHA","L01","njfYPSwX6c8","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","bnNcJ3bknL7","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","UDYnaavH8U3","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","Xg5bY5Ztxx2","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","qqEgat4rGk9","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L01","Xg5bY5Ztxx2","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","PXb5NT8y8n6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L01","FcfWcnPR1A6","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","uF4YRcniT69","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","jVAvmnH4bS6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","U7thyS2zJj8","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","JsGWt7k9dz2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","QYtwXPgNBa3","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","zAweUkHmCz8","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","6rFDY18oMR9","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","Ly7CbRbwGm9","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","gggGZ6AgZ6A","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","6o1LRkbmmy9","1",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","LFwa12jnrL2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","U18xstU8LR7","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","o1aKSCrDRMB","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","QFh29fHsCvA","1",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","wTASpGRGc38","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","PpJDFyaTPe6","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"GHA","L05","4DD1mGbS2b6","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L05","zwCpRhKnPo9","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"GHA","L05","pdf1PrAkhV","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L04","qAcLcu8zBx5","1",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","HqDbz9qjXL","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"GHA","L05","wGsPM221dM8","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L05","WX9WPcwEjJ9","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","FEggU1cWz95","1",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L05","SGWDY8X7yo4","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L05","mKsBRiEXdL6","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"GHA","L05","fyW9nSiREpA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","XEA6aofdZo5","1",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"GHA","L05","nMZQwMPqKU4","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"GHA","L05","FYM9NczMwv9","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"UGA","L03","8WWivGcFUz5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L11","JADsmRVzNUA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L11","RnWd36XhwD2","1",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"TZA","L11","nEEs7UdXKf6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L11","xcn3a9uEQZB","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","RfzDYcp8cy2","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"TZA","L11","2JxppdNdy1B","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","ve5Vid3J3j2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","r8r378XZhzA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","L3z2GfyVdH5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","rrTcscTcWH","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"UGA","L03","K28KewnXpk2","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"UGA","L03","h5hVCQ5GHc2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L22","RTnL3zMj6T","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L11","BXfxdbawNd8","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","i2ZRSY65p48","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L11","CnNmmWuhuE4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L11","sqDAomp7sVA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","WEJAJe36mh4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L11","piP7A67YkU7","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"TZA","L11","QuoaS1YaSX9","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L11","ERzfUDJvVr5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L11","gUGmee9jeJA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L11","2tw7sF6jPB4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L11","kqzsJGqsJH5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L11","ZC9BxGQiLT8","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L11","3bdaYKw2CU5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","MG8Mg2FAfw4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L11","8bfdq81qVM8","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"TZA","L22","6vK31iR7nAA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","8pbKc5jDHS6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","BP6YrbuDcL","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","Q6XjbVrPyy9","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","WjvUqZyb157","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","Qapm2uWHFt5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","9uri5wypzL4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","fss8vTYFEz2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","BVUEfqZQ6KA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","2tg6ar7zuS5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"TZA","L22","5oGmpb8QJLA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L03","pfmDHWctSE3","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","1DKzT4xkSq9","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L03","4mjZfGs3Aw","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","LXeBkVStet6","1",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"UGA","L03","3f7GFEXbaK","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","vPv6VoT5Hx6","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"UGA","L03","fvoTDbKYuW5","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"UGA","L03","LAqtBPvPxy","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","oimuabaAoj4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","CLcgNTsm4y7","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L03","3eWkuw2PPtA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L03","s1YRqRa7dg5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L02","ypMu1Vkfqo9","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L02","SDoi2yLPd6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"RWA","L06","to8Gc5JzaT7","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RWA","L06","ACtMM9ksKX9","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RWA","L06","R9DTr4peJNA","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RWA","L06","3hzQ4hJNWpA","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RWA","L06","QLDaeeq1A6A","1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"RWA","L01","4uYtGb6q1h5","1",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"RWA","L01","QUACw1VqWL2","1",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"RWA","L01","GBGa6M3rbd3","1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"RWA","L06","NpBRQomLNX3","1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"RWA","L06","kxErk1sYmQB","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"RWA","L06","vdieyWj8obA","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RWA","L06","H4YdiXt5cz3","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"UGA","L02","QT4VeJxXHv4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L02","5xza3zKCC65","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L02","QJMME7KeMn","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L02","Q12jo3rceY8","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"UGA","L02","1YCu7s1wQ37","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L02","ea6XKQhZyd3","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L02","w27bEeu1DR","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"UGA","L02","Yz9QZdfbFV","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"UGA","L02","4GxE5frHnQ4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L02","bUbW5XZNtd3","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L02","9P8HkL34az2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L02","1Mcd53U8Qb4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L02","c8oh3AnL1P","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L06","f52oa28ri63","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L02","HWUQqfGSi37","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L06","5a2WfRTPWS2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L06","ZpzNhUcn8E4","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"UGA","L06","dmUnjxva8t4","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"UGA","L06","JiVbXhqxqD2","1",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"UGA","L06","QybMet9zZh8","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L06","4Ltk7eBsFy2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L07","FiycRUoeZh","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L07","uNqoVbaZpG3","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"UGA","L07","udreQXLRb29","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L07","7yhK3asbcg8","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L07","k8Wj9vHnf53","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L03","43ozar7mLV6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L02","ZbpM6thc1b2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L06","jspz3eC2TW3","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L02","2TsiWCE9wU3","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L06","hFv6mHJEwd5","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L06","kAKQZBMLkGA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L06","ZU7tm63WQNB","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L06","h2NJwtqVTd2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L06","i5k7QWkLJw8","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L06","L8vM1Pqk5B6","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L07","RscSHibFMZ","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"UGA","L07","ggHPuVorAC2","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L07","9D4NrgAzDH4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L07","x3KJboY4Wn4","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"UGA","L07","xwVxszyCYQ","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"UGA","L07","6L8XQ2ivNNB","1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"UGA","L07","J4NQk5mWMXA","1",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"UGA","L07","EQM92niTjw","1",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RWA","L06","R5nJaf2Sop9","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RWA","L06","nny1kAHD1A6","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RWA","L06","BrVjLcZwqr3","1",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"RWA","L06","c2cooWnTEh2","1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"RWA","L06","HbRbhAKMLv3","1",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RWA","L06","XZQvXo5qT34","1",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"RWA","L06","YVG8nKF7bC4","1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"RWA","L06","JYjBoTCdte4","1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"RWA","L01","CxdDadFVXS7","1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
